__label__贴片电容 , 	贴片 电容 贴片 电容 贴片 电容 1000 uf 6.3 v 1000 uf 6.3 v 8 * 10.5 400.0 0.278 lc
__label__轻触开关 , 	kms221gplfs 触觉 开关 switch tact mini 200 gf slv gwing c k
__label__发光二极管 , 	tj l257fghrmfclflc2r a5 257 直插 雾状 红 发红 长脚 through hole togialed
__label__轻触开关 , 	sktadae010 smd alps 阿尔卑斯
__label__功率电感 , 	功率 电感 12.3 * 12.3 * 8.0 15uh 5.6 a induct l2 sumida 1 20 cdrh127l125np 150mc 1 2
__label__轻触开关 , 	tsa365g00d 250 轻触 开关 3 * 6 带柱 250gf bright
__label__功率电感 , 	slp1045s470mtt 47uh 1.4 a ± 20% smd 10x10x4.5 mm sunltech
__label__高压电阻 , 	rn 1w 270k ω ± 2% t 1w 270k ± 2% 灰漆
__label__PTC热敏电阻 , 	ptc ygm1 c515 317 1118 nd thermistor ptc 250 ohm 10% rad
__label__薄膜电容 , 	c242e104j2sc000 ± 5% 100nf 125 ℃ 2 50v 55 ℃ 104 5 through hole p 5mm farad
__label__安规电容 , 	mp2564kge3rlc ± 10% 560nf x2 安规 电容 275v 275vac 22.5 through hole p 22.5 mm srd
__label__温控开关 , 	ksd.301 65 103pak ksd 301 65 10a 常开 k through hole xcfuse 旭程
__label__贴片电感 , 	15 1.12 贴片 yn4010091 贴片 电感 0603 * 10uh * ± 20% 1.0 l1 30000.0 0.0 0.085 0.085
__label__功率电感 , 	swpa8040s3r3nt 片式 电感 3.3 μ h ± 30% dcr 0.017 ω 8.0 8.0 mm sunlord
__label__轻触开关 , 	ts 1043 a1b3 d2 轻触 开关 4.5 * 4.5 * 3.8 带 支架 4.85 * 6.3 * 3.8 四脚 贴片 键 250gf smd4.85 * 6.3 * 3.8 yuandi 元迪
__label__功率电感 , 	pis2d18hp 1r0m t ± 20% 1uh smd 3.2 x3.2 x1.8 mm emtek 兆欣
__label__功率电感 , 	aswpa8050s2r2mt ± 20% 2.2 uh smd 8.0 x8.0 x5.0 mm sunlord
__label__RS485RS422芯片 , 	u11 u12 u13 u14 u16 u17 u20 u21 集成电路 ic rs485 full dup rs 485 3.3 v iec61000 4 2 fail safe full duplex 5mbps minimum sn65hvd1474dr 8 8960
__label__贴片电感 , 	elnp03n3k0201ct trj 3.3 nh 0201 贴片 电感 l1 1 3000
__label__安装型大容量电容 , 	cap alum 330 uf 20% 4 50v snap
__label__贴片高精密-低温漂电阻 , 	ar03btb1003 100k ω 1003 贴型 100k ± 10ppm ℃ 1 16w ± 0.1% ± 10ppm ℃ 贴型 0603
__label__保险丝管 , 	插件 玻璃 双帽 保险管 t8al ac2 50v 慢断 522 5 * 20mm 带 热缩 套管 better 1.0 3000.0
__label__钽电容 , 	1 uf a cap tant 1 uf 20% 20v a 2.0 2000 20000 cap tant 1 uf 20% 20v a
__label__可调电阻电位器 , 	rs20h11aa015 滑动 电位计 single unit 20mm horizontal type alps 阿尔卑斯
__label__功率电感 , 	slw6028s100mst 10uh ± 20% 1.95 a smd 6x6x2.8 mm sunltech
__label__功率电感 , 	lqh32cn4r7m23l 固定 电感器 4.7 uh 20%
__label__采样电阻 , 	3 r30 r31 r57 res smd 0.39 ohm 1% 1 4w 1206 erj 8rqfr39v 3000.0
__label__旋转编码开关 , 	pec11l 4125f s0020 编码器 encoder
__label__功率电感 , 	pcd0504mt220 ± 20% 22uh smd 5.8 x5.2 x4.5 mm
__label__贴片电容 , 	c7 c8 c9 c14 c16 c21 c22 c24 c31 c36 c37 c38 c39 c40 c41 c42 c43 c47 c49 c50 c52 c54 c55 c70 c71 c72 cap x5r 0.1 uf 10% 6.3 v 0402 c1005x5r0j104k grm155r60j104ka01d digi key 445 1266 1 nd 0.0066 81 grm155r60j104ka1d 0.007
__label__贴片高精密-低温漂电阻 , 	ar03ftc0120 25ppm ± 1% 12 12 ω 12r0 贴型 贴型 1 16w 0603
__label__功率电感 , 	ynr6045 101m ± 20% 100uh smd 6.0 x6.0 x4.5 mm yjycoin 益嘉源
__label__功率电感 , 	sph252010hr33mt 片式 电感 0.33 uh ± 20% dcr 0.036 ω 2.5 2.0 mm sunlord
__label__功率电感 , 	tmpa1707sp 6r8mn d 22a ± 20% 6.8 uh smd 17.8 x16.9 x6.7 mm tai tech
__label__发光二极管 , 	cxa1507 0000 000n0hg450g 大功率 led 白色 white 840lm
__label__无源晶体振荡器 , 	16478 11134x0312 晶振 crystal smd 2p 4.096 mhz 28pf taitien 1582
__label__功率电感 , 	fhd252010s 100mt 10uh ± 20% smd 2.5 x2x1mm cjiang
__label__通信卫星定位模块 , 	模块 bt07pi 带 m4s p40 u3 hy 40r201
__label__功率电感 , 	ms0630 1r0m 12a ± 20% 1.0 uh smd 7.4 x6.6 x3mm coilmx 迈翔
__label__功率电感 , 	smnr4018 680mt 贴片 功率 电感 68uh ± 20% 4018 sxn
__label__功率电感 , 	smms1040 3r3m 3.3 uh ± 20% 3.3 uh 10.0 a 10.8 m ω 成形 电流 磁 功率 电感 11.5 * 10.0 * 4.0 sxn
__label__贴片电感 , 	97.0 si4121206dx 001 電感 ind bead 120 ω 0402 500ma 0.20 ω ± 25% sunlord 1.0 sunlord upz1005u121 2r0tf 1
__label__贴片高精密-低温漂电阻 , 	tc0250b1000tcc 高精度 薄膜 晶片 电阻 tc02 50ppm ± 0.1% 100 ω uni royal
__label__功率电感 , 	sph202012h180mt 片式 电感 18uh ± 20% dcr 1.4 ω 2.0 2.0 mm sunlord
__label__贴片电阻 , 	0402 r 22k ω 0402 22k ω 2202 1% r41 贴片 电阻 1 40
__label__贴片高精密-低温漂电阻 , 	ar01dtd1002 贴型 ± 0.5% 1 32w 10k 10k ω 1002 ± 0.5% ± 50ppm ℃ 0201
__label__安规电容 , 	q12b1d102kn0b0s0n0 400vac 1nf ± 10% y1 安规 电容 10 through hole p 10mm ste
__label__采样电阻 , 	ww06wr680ftl ± 200ppm ° c 0.68 贴型 0.68 ω r680 1 8w 贴型 ± 1% 0603
__label__薄膜电容 , 	c232e224j4sc000 ± 5% 10 220nf 2 50v 55 ℃ 105 ℃ 220nf 224 through hole p 10mm farad
__label__贴片高精密-低温漂电阻 , 	ar06dtdv3002 贴型 1 4w ± 0.5% 30k 30k ω 3002 ± 0.5% ± 50ppm ℃ 1206
__label__贴片电阻 , 	10k resistor r5 0402 r5 292.276 564.551 90.0 top
__label__功率电感 , 	pcd0503kt271 ± 10% 270uh smd 5.8 x5.2 x3mm
__label__串行接口芯片 , 	桥接 芯片 usb 转 串口 cp2102 gm cp2102 gmr silicon 2 qfn28 0.5 mm cp2102 100
__label__贴片电阻 , 	r87 r92 5.1 r 0603 1% 5.1 r 0603 2 20
__label__贴片电阻 , 	贴片 电阻 0805 电阻 smd0805 3k ± 5% 0805 r9
__label__电容器阵列与网络 , 	电容器 阵列 网络 ckcm25jb0j224m060aa ckcm25jb0j224m060aa 电容器 阵列 网络 0504 6.3 v 0.22 uf jb 20% 2 n 1
__label__压敏电阻 , 	rm07d470kc1iecw0 压敏 电阻 压敏 47 42.3 51.7 v 钳位 93v 浪涌 电流 250a 脚距 5.08 mm dersonic
__label__贴片电解电容 , 	ucz1h470mcs1gs c 47 uf 20% 50v 8 * 10mm nichicon 1 17.0
__label__功率电感 , 	mwsa0624s 3r3mt 3.3 uh ± 20% smd 6.6 x7.0 x2.4 mm sunlord
__label__板对板连接器 , 	bm23fr0.6 6dp 0.35 v 880 6pin 公座 smd p 0.35 mm hirose
__label__门极反相器 , 	u6 ic single inverter gate sot 23 5 sn74lvc1g04dbvr 296 11599 1 nd
__label__功率电感 , 	swrh1205b 331mt ± 20% 330uh smd 12.5 x12.5 x6mm max sunlord
__label__功率电感 , 	mwsa1204s 2r2mt ± 20% 2.2 uh smd 12.8 x13.45 x4mm sunlord
__label__贴片电阻 , 	10r 0805 1% 1
__label__功率电感 , 	clf6045nit 471m d 固定 电感器 470uh 1.3 ohms 0.28 a 20% aec q200
__label__轻触开关 , 	ts 1010 a13b3 d2 插件 轻触 开关 6.2 * 6.2 * 10 四脚 插件 6 * 6 * 10 插件 ip67 按键 250gf dip6.2 * 6.2 * 10 yuandi 元迪
__label__贴片电阻 , 	贴片 电阻 电阻 smd 49.9 k ohm 1% 0402 rc0402fr 0749k9l 1 100 mbs 5330 1.0
__label__直插电解电容 , 	高压 电解 ra 4.7 uf 400v m 105 ℃ 8 * 12 530vf m 脚距 2.5 mm 2 0 c1 c2 7 四选 jcap 100.0
__label__功率电感 , 	ehei252010a 1r0m q8 ± 20% 1uh 1008 chilisin
__label__拨动开关 , 	ss 12f44 g5 through hole hro
__label__轻触开关 , 	uk b0227g43 sp25y 50ma 10w 轻触 开关 3 * 6 * 4.3 贴片 250gf 轻触 开关 3 * 6 * 4.3 贴片 250gf 12vdc 行程 0.25 ± 0.1 mm smd usakro 美韩
__label__功率电感 , 	pcd0703kt821 ± 10% 820uh smd 7.8 x7x3.5 mm
__label__功率电感 , 	slf0403 2r2mtt 2.2 uh ± 20% smd 4.5 x4x3.2 mm sunltech
__label__功率电感 , 	mpih201610 1r0m lf ± 20% 1uh 1.7 a 60m ω smd 2.0 x1.6 x1.0 mm microgate
__label__贴片高精密-低温漂电阻 , 	arg03ftc4222 ± 25ppm ℃ ± 1% 1 10w 42.2 k ω 4222 贴型 贴型 42.2 k 0603
__label__稳压二极管 , 	diodes zener 3 6v 0 5w microsemi
__label__电容器阵列与网络 , 	电容器 阵列 网络 clle1ax7r0j684m050ac clle1ax7r0j684m050ac 电容器 阵列 网络 0805 6.3 v 0.68 uf x7r 20% 70ph esl
__label__功率电感 , 	mwsa0402s r68mt 680nh ± 20% smd 4.2 x4.4 x2.0 mm sunlord
__label__采样电阻 , 	lr1206 21r010f4 1w 合金 电阻 0.010 ω 贴型 ± 1% 贴型 0.01 ± 75ppm ° c 1206 ralec
__label__采样电阻 , 	1206w3f180mt5e 1 3w 0.018 ± 1% 贴型 贴型 0.018 ω 0r018 ± 800ppm ° c 1206 uni royal
__label__功率电感 , 	prs4018 4r7mt 4.7 uh ± 20% smd 4x4x1.8 mm fenghua
__label__压敏电阻 , 	681kd14 c4 through hole brightking
__label__功率电感 , 	252010cdmccds 1r0mc 1uh ± 20% smd 2.5 x2.0 x1.2 mm sumida
__label__贴片高精密-低温漂电阻 , 	tc0350f1203t5h ± 1% 50ppm 120k ω 0603 uni royal
__label__贴片电感 , 	20 inductor 1206 215nh lqh31hnr21k03l fn 151 5416 pc 20.0
__label__直插电解电容 , 	6 dd y0 470u 16 插件 电解电容 470 uf 16v 8mm 11.5 mm 间距 3.5 mm 1.0 e9 lc
__label__功率电感 , 	mhcd252010b 1r0m a8l 2.6 a ± 20% 1uh smd 2.5 x2.0 x1.0 mm chilisin
__label__贴片高精密-低温漂电阻 , 	arg03ftc3603 ± 25ppm ℃ ± 1% 贴型 360k 360k ω 3603 1 10w 贴型 0603
__label__肖特基二极管 , 	d3 d4 d5 d9 pmeg2010ea small signal schottky diode single 20 v 1 a 550 mv 5 a 125 ° c sod 323 pmeg2010ea
__label__功率电感 , 	pcd0705mt2r5 ± 20% 2.5 uh smd 7.8 x7x5mm
__label__贴片电阻 , 	1k resistor r126 0402 r126 2898.575 631.48 90.0 top
__label__贴片电阻 , 	贴片 电阻 0603 1 16w 470r ± 5% 0603 1 500 500 r49
__label__无源晶体振荡器 , 	贴片 晶体 谐振器 无源 x 32.768 khz 9pf fc 135 无源 fc 135 32.768 khz ± 20ppm 9pf 1000 0.74
__label__直插电解电容 , 	e3 电解电容 470 uf 35v 10 * 18 p 5.08 mm 直插 1 40 105
__label__贴片电解电容 , 	cap alum 220 uf 20% 10v smd c2 c10 2 eee fk1a221p digi key pce3775ct nd surface mount eee fk1a221p 1000.0 1.2081 8 14days master
__label__贴片电阻 , 	68k resistor r21 0402 r21 1198.409 1680.165 0.0 top
__label__贴片电阻 , 	贴片类 4.7 k r0603 7 r117 r147 r148 r213 r140 r141 r146 59990
__label__TVS二极管(瞬态电压抑制二极管) , 	d27 tvs diode array 2 high speed channel so8 usb6b1 15kv 8kv usb6b1
__label__电容器阵列与网络 , 	w3a45c103m4z2a w3a45c103m4z2a 电容器 阵列 网络 50v olts 0.01 uf 20% 0612 x7r 4caps
__label__金属膜电阻 , 	003 1000205011 p0901008 1012 1037 conventional metal film resistor 0.25 w 1k 1% mf25 1k multico 12.0 7.0 2815.2 allchips 1.0
__label__直插瓷片电容 , 	rde7u3a101j2k1h03b 陶瓷 电容器 mlcc 引线
__label__排针排母 , 	mtp220 1106r1 r a l 10.5 1 * 6p ph2.0 through hole p 2mm mintron
__label__贴片高精密-低温漂电阻 , 	arg03ftc4422 44.2 k 贴型 ± 1% 1 10w 贴型 ± 25ppm ℃ 44.2 k ω 4422 0603
__label__贴片电阻 , 	贴片 电阻 0805s8j0100t5e unihom 4.0 50.0 200.0 smt 0805 10r 5%
__label__线性稳压芯片LDO , 	v3 mcp1826s 2502e to 261aa ic ldo reg 1a 2.5 v sot223 3 technology mcp1826s 2502e db mcp1826s 2502e db nd
__label__贴片高精密-低温漂电阻 , 	ar05btdw1501 1.5 k ± 50ppm ℃ 贴型 贴型 1.5 k ω 1501 1 8w ± 0.1% 0805
__label__安装型大容量电容 , 	cap alum 33000 uf 40v screw
__label__贴片电容 , 	61 10 uf 0805 1 1 cl21b106kpqnnne 2000 2000.0 0.086 10v lc
__label__贴片高精密-低温漂电阻 , 	rn73h1ettp3301b25 thin film resistors 3.3 kohm 0402 0.1% 25 ppm 63mw 50v koa
__label__发光二极管 , 	red 发光 二极管 led1 led2 led3 led4 led5 led6 led7 led8 led9 led10 1206 100 10
__label__贴片高精密-低温漂电阻 , 	ptfr1206b7k50p9 超高 稳定 电阻 1 4w ± 25ppm 7.5 k 贴型 贴型 7.50 k ω 7k50 ± 0.1% ± 25ppm ℃ 1206 resistortoday 开步
__label__FFCFPC连接器 , 	afc08 s18fcc fpc 连接器 0.8 mm 卧式 下接 18p js
__label__功率电感 , 	fixed ind 22uh 4a 39.1 mohm smd 22uh dr127 dr127 220 r
__label__功率电感 , 	40 y 1.0 l705 inductor shielded power coilcraft xfl4020 102meb 1uh lsml126w90h59 20
__label__MCU监控芯片 , 	u18 ic mcu reset circuits 3.3 v 100us reset sot 23 rohm bd48k33g tl digi key bd48k33g tlct nd 0.11213
__label__螺丝钉接线端子 , 	phoenix 1932588 固定 接线 端子 mkdsp 25 2 15.00 2 pos 15.00 mm
__label__贴片电阻 , 	5 ac1206jr 07820rl resistor 820ohm toleranc 5% 1206 automotive 8weeks 130000 0.0034 442
__label__FFCFPC连接器 , 	afc01 s04fcc fpc 连接器 0.5 mm 翻盖 4p js
__label__线对板线对线连接器 , 	172131 1 conn male tab hsg 0.25 3pos nat
__label__肖特基二极管 , 	d16 17 1n4148w 7 diode switch 100v 400mw sod123 diodes inc 1n4148w 7 digi key 1n4148w dict nd 0.46
__label__贴片电解电容 , 	capacitors al electrolytic e852303 ecev1ca220wr 22 uf 16v 5dx5.4 smt al el capacitor ecev1ca220wr 2000
__label__拨动开关 , 	v80114ms02q 滑动 开关 slide c k
__label__插拔式连接器 , 	tc0 3 3m 2520 6002 20 pin header 0.1 x0.1 4
__label__云母电容 , 	capacitor 62 pf silver mica radial lead rm 214 14 100
__label__温度传感器 , 	tmp116naidrvr temperature sensor digital 55 ° c 125 ° c 16 b 6 wson 2x2 1 1000
__label__采样电阻 , 	crh1206fr030p05z 0.03 ω 0r03 ± 1% 贴型 贴型 ± 1800ppm ° c 1 2w 0.03 1206 ever ohms 天二
__label__贴片电感 , 	75.0 si122g308bx 000 感器 貼 片式 ind m l 2.2 uh 0603 750ma 0.3 ω ± 20% sunlord 1.0 sunlord wpn201610h2r2mt wpn201610h2r2mt shunluo 50 0.284 lc
__label__32位微控制器-MCU , 	mcu u1 aducm320bbcz bga skt 718 sh11206 504 a1 bga skt 96ld sensata 718 sh11206 504 a1 80mhz m3 core cifr asic analog devices aducm320bbcz aducm320bbcz
__label__压接端子 , 	端子 smp 0 0327175 0
__label__绕线电阻 , 	绕线 电阻 ewwr0006j300rt9 300 ω 300r ± 5% 6w
__label__贴片高精密-低温漂电阻 , 	arg05ftc2671 25ppm ± 1% 2.67 k ω 2671 贴型 贴型 1 8w 2.67 k 0805
__label__轻触开关 , 	ksc401j50shlfs smd 6.2 x6.2 x5.2 mm c k
__label__功率电感 , 	cdrh6d26hpnp 220mc 固定 电感器 22uh 1.2 a smd lp inductor sumida
__label__发光二极管 , 	62 227b qk2c s5757p4q3s2z6 2t 冷 白光 贴片 led smd 5.6 x3x0.9 mm
__label__钽电容 , 	0000286 cap tant 1 uf 10% 16v smt 2.0 a00 c191 c331 capacitor
__label__线性稳压芯片LDO , 	lt1117 3.3 az1086h 3.3 to 223 u3 ldo az1086h 3.3
__label__采样电阻 , 	cr0805fr750p05z 0.75 ω 0r75 0.75 ± 1% ± 600ppm ° c 贴型 贴型 1 8w 0805 ever ohms 天二
__label__功率电感 , 	vls252010hbx 3r3m 1 固定 电感器 3.3 uh 1.9 a 178mohms power circuits
__label__功率电感 , 	yspi0730 150m 122m ω 3a 15uh ± 20% smd 7.3 x6.6 x3.0 mm yjycoin 益嘉源
__label__贴片电阻 , 	r11 r16 p10kdbtr nd era 3aeb103v res 10k ohm 1 10w 1% 0603 smd
__label__船型开关 , 	sddje12400 翘板 开关 spst right angle with frame i o alps 阿尔卑斯
__label__贴片高精密-低温漂电阻 , 	tc0350d4993t5e ± 0.5% 1 6w 50ppm ± 50ppm ℃ 贴型 499k 499k ω 贴型 0603 uni royal
__label__贴片高精密-低温漂电阻 , 	精密 片状 抗 硫化 电阻器 rk73h1erttp3012d sf04t3012dtla rms04dt3012 rhc 02k3012dt 额定功率 1 16w 阻值 30.1 k ω 阻值 ± 0.5% ± 100ppm ℃ 55 ℃ 155 ℃ 电压 50v 0402 0402 300 90000
__label__发光二极管 , 	bl hjc36a av trb 1.6 x0.8 x0.6 mm 0603 orange 0603 super 橙色 贴片 发光 二极管 led 超亮 0603 brt
__label__旋转编码开关 , 	tsr 08 8 档 10 * 10 旋转 3 * 3 插件 through hole sungmun 星 炆
__label__功率电感 , 	brl2012t680m 固定 电感器 0805 68uh 7540mohms 20% 100ma lwprfl taiyo
__label__线性稳压芯片LDO , 	94 16p8302b0 u20 s000142 ic reg linear 5v 500ma 8lfcsp adm7170acpz 5.0 r7 90
__label__排针排母 , 	a2005wv 2x6p 针座 连接器 0.079 2.00 mm 2.0 排针 直插 12 位 连接器
__label__拨动开关 , 	bsi 10h angle switch 迷你 滑动 开关 slide mini slider 1.4 mm ter ` bsi sungmun 星 炆
__label__贴片高精密-低温漂电阻 , 	arg05ftc3162 ± 1% 31.6 k ω 3162 贴型 贴型 1 8w ± 25ppm 31.6 k 0805
__label__压敏电阻 , 	471kd07j through hole brightking
__label__贴片高精密-低温漂电阻 , 	ptfr0603b6k80p9 6.80 k ω 6k80 1 10w ± 25ppm 贴型 贴型 ± 25ppm ℃ ± 0.1% 6.8 k 0603 resistortoday 开步
__label__绕线电阻 , 	resistor 40k ohm 1% wirewound axial lead box 59 2 16
__label__拨码开关 , 	tp 05 拨码 开关 05p 5pin 间距 1.27 mm 贴片 正拨 平拨 5 位 smd 5p 1.27 mm smd yuandi 元迪
__label__电容器阵列与网络 , 	w3a4yc103m4z2a w3a4yc103m4z2a 电容器 阵列 网络 16v olts 0.01 uf 20% 0612 x7r 4caps
__label__电容器阵列与网络 , 	20110d1x103k5e 20110d1x103k5e 电容器 阵列 网络 0.01 uf 10pin 50v olts 0.1
__label__功率电感 , 	lb2016t1r0m 固定 电感器 0806 1uh 117mohms 20% tol 490ma taiyo
__label__功率电感 , 	lqh5bpn100mt0l 固定 电感器 10uh 20%
__label__排阻 , 	96 排阻 1k 1% 1206 6 24
__label__钽电容 , 	c3 贴片 钽电容 smd tantalum cap 1.0 100 uf 10v 20% 2413 1 100 uf 107 ± 20% 10v tajc107m010rnj case c 6032 2100.0
__label__压接端子 , 	端子 ring insulkrimp aa ulkrimp aa 232 04x
__label__贴片电阻 , 	1 300 r10 贴片 电阻 13k ω ± 1% 0603 贴片 电阻 13k ω ± 1%
__label__拨动开关 , 	k3 1235d l1 9 * 3.5 mm hro
__label__直插电解电容 , 	c128 200mf 100v elect . multican 493 1674 nd 493 1675 nd
__label__采样电阻 , 	cr2010fr033e04z ± 1% 3 4w 0.033 ω r033 贴型 贴型 ± 1800ppm ° c 0.033 2010 ever ohms 天二
__label__功率电感 , 	wpn201610h3r3mt ± 20% 3.3 uh smd 2.0 x1.6 x1.0 mm sunlord
__label__贴片高精密-低温漂电阻 , 	rtan1206bke200k res 200k ohm 0.1% 2 5w 1206 stackpole
__label__拨动开关 , 	ss 3235d 03 l1 微 拨动 开关 w9.05 * d3.5 * h3.5 贴片 垂直 双排 xkb
__label__可调电阻电位器 , 	rv1 rv2 trimmer pot 50k ω 3 8 square cermet potentiometer 25 turn 1 2w 2 2 854006 0.79 jameco rv2
__label__线对板线对线连接器 , 	j106 206 207 header locking r angle 2 pos 0.1 inch wm4300 nd 0.5 y
__label__贴片电感 , 	电感 10uh 0.55 a 1206 smd 1 l6 taiyo yuden aiml 1206hc 100m t 电感 10uh 0.67 a 1206 smd abracon abracon 2000 2000
__label__功率电感 , 	crh252012s 3r3mt ± 20% 3.3 uh smd 2.5 x2.0 x1.25 mm ceaiya 柯爱亚
__label__发光二极管 , 	mhl3014srts lamp f3mm 支架 白色 雾状 胶体 高亮 红色光 vf max2.2 v 亮度 iv 102 200mcd 主波 λ d 637 647nm 发光 角度 2 θ 1 2 25 35deg led 直插 lamp 3mm 高亮 红色光 led through hole meihua
__label__压接端子 , 	dnfr18 206fib m 端子 female disc right angle nylon full ins
__label__钽电容 , 	capacitor c3 c2 c 470 uf 10v e case tantalum case e 3 100 300 vendor 1500
__label__MOSFET , 	q06 20020001 95 70406000780 场效应管 irf4905 55v 74a 20mohm ± 20v to220ab 3pin dip infineon irf4905pbf 705
__label__功率电感 , 	mhci05030 100m r8 1.5 a 由 bmra00050530100ma1 ± 20% 10uh smd 5.7 x5.4 x3.0 mm chilisin
__label__安规电容 , 	mp2205kge4xlc ± 10% x2 安规 电容 2 uf 205 275vac 2 uf 22.5 through hole p 22.5 mm srd
__label__贴片高精密-低温漂电阻 , 	ar06ftd7502 75k ω 7502 ± 1% 75k 贴型 贴型 1 8w 1206
__label__贴片高精密-低温漂电阻 , 	ar05dtdw1001 1k 1k ω 1001 ± 50ppm ℃ 贴型 贴型 1 8w ± 0.5% 0805
__label__压敏电阻 , 	10d511k 5 10v 561v 842v 418v 2.5 ka 459v 510 459 561 through hole hel
__label__功率电感 , 	abg08a40m680 ± 20% 1.29 a 68uh smd 8x8x4.2 mm coilank 驰兴
__label__线对板线对线连接器 , 	2 1445050 3 管脚 插座 连接器 hdr vert 3 pos tin single row
__label__轻触开关 , 	1ts016b 1600 0450 ct 垂直 0.45 mm 50ma 12vdc 圆形 按钮 灯 3.00 mm x 2.60 mm 单刀 单掷 轻触 开关 160gf 点 smd 3x2.6 x0.45 mm hyp 鸿源 精密
__label__贴片高精密-低温漂电阻 , 	560 千分之一 0805 1 200
__label__贴片电容 , 	28 18125c475mat2a capasitor 4.7 uf x7r dielectric 1812 automotive 16weeks 10000 0.402 4020
__label__无源晶体振荡器 , 	crystals resonators crystals z102704 13.56 mhz 0503 5x3mm smt crystal a waysun 10
__label__FFCFPC连接器 , 	afa07 s12ecc fpc 连接器 1.0 mm 卧式 上接 12p js
__label__可调电阻电位器 , 	rv30yn20s b504 500k ω 500k tocos
__label__TVS二极管(瞬态电压抑制二极管) , 	cdsod323 t24s 24v tvs diodes esd suppressors unidirectional std cap 3d diode 0805 d18 d19 d33 d34 d48 d49 d63 d64 d78 d79 d100 d104 d108 d110 d124 d127 d131 d132 d133 d134 d135 d136 d137 d138 d139 d140 d142 d143 d144 d145 d147 d148 d149 d150 2.0 14000.0
__label__贴片高精密-低温漂电阻 , 	ptfr1206b3k00p9 ± 0.1% 超高 稳定 电阻 1 4w 贴型 ± 25ppm 3k ± 25ppm ℃ 贴型 3.00 k ω 3k00 1206 resistortoday 开步
__label__无源晶体振荡器 , 	cmr200t32768dzyt 32.768 khz 7pf 20pp radial 2x6mm
__label__可调电阻电位器 , 	rk12l1230c0t 电位计 10 kohms 20% alps 阿尔卑斯
__label__安装型大容量电容 , 	18685 llz391m2gp50m 電解 電容 牛角 電容 2 pin 390 uf 400v 20% 85 30x50mm jamicon 10
__label__有源晶体振荡器 , 	1050 晶振 晶振 32.768 khz ms3v t1r 350 350 350
__label__贴片电阻 , 	110101501016x cd 贴片 电阻 chip res.0603 24 ω 1 16w 土 1% 编码 11279108 40000
__label__轻触开关 , 	微动 按键 6 * 6 * 18 带 护套 5.0 sb1 sb5 5000
__label__排阻 , 	resistors resistor networks t791613 rnlb08g0472b0e 4k7 8p4r 2% rnlb sil resistor network royal ohm 2550
__label__轻触开关 , 	ts 1002s 06526c 贴片 轻触 开关 260gf smd 6x6x6.5 mm xunpu 普
__label__功率电感 , 	slw3015s150mst 15uh ± 20% 0.65 a smd 3x3x1.5 mm sunltech
__label__采样电阻 , 	fmf25fphr009 lhl 1w ± 70ppm ° c 0.009 贴型 0.009 ω r009 合金 电阻 贴型 ± 1% 2512 psa 信昌
__label__贴片高精密-低温漂电阻 , 	tc0525b1501t5e ± 25ppm ℃ 25ppm 贴型 ± 0.1% 1.5 k 1.5 k ω 1 4w 贴型 0805 uni royal
__label__功率电感 , 	yprh1207 1r0m 10a ± 20% 6.5 m ω 1uh smd 12.0 x12.0 x8.0 mm yjycoin 益嘉源
__label__发光二极管 , 	ltl 10223w led 通孔 red diffused liteon
__label__贴片高精密-低温漂电阻 , 	ar06btdv0300 30 ω 0300 1 4w 贴型 30 ± 50ppm ℃ ± 0.1% 贴型 1206
__label__旋转编码开关 , 	ec1110120005 编码器 5 volts through hole alps 阿尔卑斯
__label__功率电感 , 	lvs404018 470m n 47uh ± 20% smd 4x4x1.8 mm chilisin
__label__功率电感 , 	prs6045 150mt 15uh ± 20% smd 6x6x4.5 mm fenghua
__label__发光二极管 , 	hl psc 2012h233w 8000 12000k 色温 8000 12000k 3.3 v 20ma 白光 1000mcd 0805 0805
__label__轻触开关 , 	pts840esdgkpsmtrlfs 轻触 开关 3.5 mm * 3.55 mm 220gf 3.5 * 3.55 mm c k
__label__贴片电阻 , 	贴片 电阻 电阻 smd 412 ohm 1% 0603 rc0603fr 07412rl 2 200 mbs 5330 2.0
